,raw_comment,cleaned,emotion,score,emoji
2100,OMG AAAAAAAAA,omg aaaaaaaaa,surprise,0.497,😲
2101,Your consistency is inspiring—keep going,your consistency is inspiringkeep going,admiration,0.926,
2102,Thank you for the great content!,thank you for the great content,gratitude,0.987,
2103,Mood instantly lifted. Thank you for this,mood instantly lifted thank you for this,gratitude,0.989,
2104,Thank you for the great content!,thank you for the great content,gratitude,0.987,
2105,I learned more in 10 minutes than hours of Googling,i learned more in 10 minutes than hours of googling,neutral,0.286,
2106,The editing is top-tier. Seriously impressive,the editing is toptier seriously impressive,admiration,0.938,
2107,I was coughing then when Conrad appeared I started laughing and coughing so I felt like i was choking,i was coughing then when conrad appeared i started laughing and coughing so i felt like i was choking,amusement,0.895,
2108,CONRAD IS GONNA RUIN GHEIR RELATIONSHIP NOOO,conrad is gonna ruin gheir relationship nooo,disapproval,0.406,
2109,My Bonrad heart is ready for this new season 🔥,my bonrad heart is ready for this new season,excitement,0.355,
2110,The way you explained this is SO clear. Thank you,the way you explained this is so clear thank you,gratitude,0.984,
2111,Amazing content as always!,amazing content as always,admiration,0.874,
2112,Mood instantly lifted. Thank you for this,mood instantly lifted thank you for this,gratitude,0.989,
2113,Who else is here before this blows up,who else is here before this blows up,curiosity,0.343,
2114,"Awesome video, looking forward to the next one!",awesome video looking forward to the next one,admiration,0.928,
2115,"That part at <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=165"">2:45</a> Instant goosebumps",that part at a href instant goosebumps,excitement,0.387,
2116,Thank you for the great content!,thank you for the great content,gratitude,0.987,
2117,"Very well done, appreciate this video!",very well done appreciate this video,admiration,0.942,
2118,"„For Me, Everything Good, Everything Magical Happens Between The Months of June And August.&quot; Season 3 airing right in the middle of june and august. Everything is just perfect 😭",for me everything good everything magical happens between the months of june and augustquot season 3 airing right in the middle of june and august everything is just perfect,approval,0.223,
2119,Amazing content as always!,amazing content as always,admiration,0.874,
2120,"That transition at <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=192"">3:12</a> was chefs kiss",that transition at a href was chefs kiss,neutral,0.942,
2121,Who else is here before this blows up,who else is here before this blows up,curiosity,0.343,
2122,I can t stop smiling watching this,i can t stop smiling watching this,joy,0.85,😊
2123,they did not use MY SONG for JELLY NOOOO,they did not use my song for jelly noooo,disapproval,0.594,
2124,Algorithm finally did something right,algorithm finally did something right,approval,0.591,
2125,Are you with daylight or red?,are you with daylight or red,curiosity,0.529,
2126,OMG! ❤,omg,surprise,0.795,😲
2127,This video randomly popped up and I m glad it did,this video randomly popped up and i m glad it did,joy,0.851,😊
2128,"Thank you for this video, very enlightening!",thank you for this video very enlightening,gratitude,0.99,
2129,This is going straight into my favorites playlist,this is going straight into my favorites playlist,love,0.546,❤️
2130,"Awesome video, looking forward to the next one!",awesome video looking forward to the next one,admiration,0.928,
2131,I learned more in 10 minutes than hours of Googling,i learned more in 10 minutes than hours of googling,neutral,0.286,
2132,MEU PSICÓLOGO NÃO ESTÁ PREPARADO PRA ESSA TEMPORADAAAAA!!!,meu psicólogo não está preparado pra essa temporadaaaaa,neutral,0.922,
2133,"That part at <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=165"">2:45</a> Instant goosebumps",that part at a href instant goosebumps,excitement,0.387,
2134,"Great tips, thanks for sharing!",great tips thanks for sharing,gratitude,0.99,
2135,Why did Conrad have to ruin it bro- jellyfish was the best..,why did conrad have to ruin it bro jellyfish was the best,admiration,0.472,
2136,AHHHH CONRAD HAS RETURNED!!!! THINGS ARE ABOUT TO GET SPICYYYYY 🤭🤭🤭,ahhhh conrad has returned things are about to get spicyyyyy,neutral,0.615,
2137,I can t stop smiling watching this,i can t stop smiling watching this,joy,0.85,😊
2138,This is going straight into my favorites playlist,this is going straight into my favorites playlist,love,0.546,❤️
2139,I&#39;m so not ready to say goodbye to this show 🥺🥺,i39m so not ready to say goodbye to this show,neutral,0.651,
2140,Mood instantly lifted. Thank you for this,mood instantly lifted thank you for this,gratitude,0.989,
2141,This gave me chills… in the best way,this gave me chills in the best way,joy,0.582,😊
2142,This is going straight into my favorites playlist,this is going straight into my favorites playlist,love,0.546,❤️
2143,"Came for the thumbnail, stayed for the vibes",came for the thumbnail stayed for the vibes,neutral,0.962,
2144,You just earned a new subscriber,you just earned a new subscriber,excitement,0.32,
2145,The way you explained this is SO clear. Thank you,the way you explained this is so clear thank you,gratitude,0.984,
2146,"Awesome video, looking forward to the next one!",awesome video looking forward to the next one,admiration,0.928,
2147,Daylight wtfffff😭😭😭😭😭😭💗💗💗💗,daylight wtfffff,neutral,0.971,
2148,"Fantastic video, really appreciate your effort!",fantastic video really appreciate your effort,admiration,0.949,
2149,I can t stop smiling watching this,i can t stop smiling watching this,joy,0.85,😊
2150,he said one word yall. ONE. WORD. 😫😫😫😫😫,he said one word yall one word,neutral,0.961,
2151,Algorithm finally did something right,algorithm finally did something right,approval,0.591,
2152,I ve had this on repeat all day,i ve had this on repeat all day,neutral,0.843,
2153,okay but daylight will always be a bonrad song. they definitely saw the edits from s2 lol.,okay but daylight will always be a bonrad song they definitely saw the edits from s2 lol,amusement,0.791,
2154,I learned more in 10 minutes than hours of Googling,i learned more in 10 minutes than hours of googling,neutral,0.286,
2155,The editing is top-tier. Seriously impressive,the editing is toptier seriously impressive,admiration,0.938,
2156,This video randomly popped up and I m glad it did,this video randomly popped up and i m glad it did,joy,0.851,😊
2157,"Your videos are always so helpful, thank you!",your videos are always so helpful thank you,gratitude,0.988,
2158,I&#39;m Team Conrad and Jere so tbh I don&#39;t want Belly to end up with any of them because they deserve so much better! Belly is just a spoiled and selfish girl. And tbh it&#39;s so sickening like how can you swap from one brother to another then back to the same brother like the hurt and trauma the brothers are gonna feel gosh,i39m team conrad and jere so tbh i don39t want belly to end up with any of them because they deserve so much better belly is just a spoiled and selfish girl and tbh it39s so sickening like how can you swap from one brother to another then back to the same brother like the hurt and trauma the brothers are gonna feel gosh,sadness,0.295,😢
2159,I ve had this on repeat all day,i ve had this on repeat all day,neutral,0.843,
2160,I&#39;m Team Conrad and Jere so tbh I don&#39;t want Belly to end up with any of them because they deserve so much better! Belly is just a spoiled and selfish girl. And tbh it&#39;s so sickening like how can you swap from one brother to another then back to the same brother like the hurt and trauma the brothers are gonna feel gosh,i39m team conrad and jere so tbh i don39t want belly to end up with any of them because they deserve so much better belly is just a spoiled and selfish girl and tbh it39s so sickening like how can you swap from one brother to another then back to the same brother like the hurt and trauma the brothers are gonna feel gosh,sadness,0.295,😢
2161,This gave me chills… in the best way,this gave me chills in the best way,joy,0.582,😊
2162,I ve had this on repeat all day,i ve had this on repeat all day,neutral,0.843,
2163,TEAM JELLY!! IDC.,team jelly idc,neutral,0.968,
2164,I ve had this on repeat all day,i ve had this on repeat all day,neutral,0.843,
2165,the fact the whole trailer is taylor swift just makes me wanna watch it 10x more,the fact the whole trailer is taylor swift just makes me wanna watch it 10x more,desire,0.423,
2166,This is going straight into my favorites playlist,this is going straight into my favorites playlist,love,0.546,❤️
2167,"That part at <a href=""https://www.youtube.com/watch?v=yr7NbcCPYjk&amp;t=165"">2:45</a> Instant goosebumps",that part at a href instant goosebumps,excitement,0.387,
2168,So underrated no way season 3 of this show!!,so underrated no way season 3 of this show,disapproval,0.457,
2169,The editing is top-tier. Seriously impressive,the editing is toptier seriously impressive,admiration,0.938,
2170,"Came for the thumbnail, stayed for the vibes",came for the thumbnail stayed for the vibes,neutral,0.962,
2171,Can we all agree this creator deserves more recognition,can we all agree this creator deserves more recognition,approval,0.393,
2172,Pure talent. No words,pure talent no words,admiration,0.835,
2173,You just earned a new subscriber,you just earned a new subscriber,excitement,0.32,
2174,Pure talent. No words,pure talent no words,admiration,0.835,
2175,This deserves way more views. Absolutely underrated,this deserves way more views absolutely underrated,neutral,0.293,
2176,i&#39;ve watched this at least 20 times now,i39ve watched this at least 20 times now,neutral,0.839,
2177,you see how she was really happy with jere and the happiest she ever had been and as soon as conrad showed up the mood had changed!,you see how she was really happy with jere and the happiest she ever had been and as soon as conrad showed up the mood had changed,joy,0.688,😊
2178,This gave me chills… in the best way,this gave me chills in the best way,joy,0.582,😊
2179,"Very well done, appreciate this video!",very well done appreciate this video,admiration,0.942,
2180,"can i just crash out real quick please? this trailer is proof that SHE SHOULD’VE ENDED UP WITH JEREMIAH, hear me out:<br>daylight is attributed to jeremiah, red is attributed to conrad. <br>at first glance we’re all like omg yes conradddd because it goes “i don’t wanna look at anything else mow that i saw you”…”but loving him was red”. however, we’re skipping over the line in daylight that goes “i once believed love would be burning red…but it’s goldennnn” COME ON PLEASE WHY DO PEOPLE LIKE CONRAD",can i just crash out real quick please this trailer is proof that she shouldve ended up with jeremiah hear me outbrdaylight is attributed to jeremiah red is attributed to conrad brat first glance were all like omg yes conradddd because it goes i dont wanna look at anything else mow that i saw youbut loving him was red however were skipping over the line in daylight that goes i once believed love would be burning redbut its goldennnn come on please why do people like conrad,neutral,0.631,
